线圈编号,日期,时间(min),平均速度(km/h)
YABX01,20110105,5,0.7779677419354839
YABX01,20110105,10,0.7413655913978495
YABX01,20110105,15,0.790505376344086
YABX01,20110105,20,0.7678387096774194
YABX01,20110105,25,0.7505376344086021
YABX01,20110105,30,0.8064516129032258
YABX01,20110105,35,0.7710322580645161
YABX01,20110105,40,0.8089569892473119
YABX01,20110105,45,0.7818709677419354
YABX01,20110105,50,0.7978494623655914
YABX01,20110105,55,0.8027311827956989
YABX01,20110105,60,0.7827311827956989
YABX01,20110105,65,0.803763440860215
YABX01,20110105,70,0.8409139784946237
YABX01,20110105,75,0.8293010752688172
YABX01,20110105,80,0.8055591397849462
YABX01,20110105,85,0.8598817204301075
YABX01,20110105,90,0.8023118279569892
YABX01,20110105,95,0.8241612903225807
YABX01,20110105,100,0.8251290322580644
YABX01,20110105,105,0.7846021505376345
YABX01,20110105,110,0.7923010752688172
YABX01,20110105,115,0.8803763440860215
YABX01,20110105,120,0.7820537634408602
YABX01,20110105,125,0.7741935483870968
YABX01,20110105,130,0.7426989247311828
YABX01,20110105,135,0.7311827956989247
YABX01,20110105,140,0.7684086021505376
YABX01,20110105,145,0.7973548387096774
YABX01,20110105,150,0.8296129032258064
YABX01,20110105,155,0.6807849462365592
YABX01,20110105,160,0.8193548387096774
YABX01,20110105,165,0.7802688172043011
YABX01,20110105,170,0.7521182795698925
YABX01,20110105,175,0.7626129032258064
YABX01,20110105,180,0.8311827956989247
YABX01,20110105,185,0.7718064516129033
YABX01,20110105,190,0.6702473118279569
YABX01,20110105,195,0.767741935483871
YABX01,20110105,200,0.5949784946236559
YABX01,20110105,205,0.8191612903225807
YABX01,20110105,210,0.7806451612903225
YABX01,20110105,215,0.816225806451613
YABX01,20110105,220,0.6605268817204302
YABX01,20110105,225,0.760752688172043
YABX01,20110105,230,0.7634408602150538
YABX01,20110105,235,0.8064516129032258
YABX01,20110105,240,0.8387096774193549
YABX01,20110105,245,0.7935483870967741
YABX01,20110105,250,0.8136236559139786
YABX01,20110105,255,0.7142903225806452
YABX01,20110105,260,0.861752688172043
YABX01,20110105,265,0.7795698924731183
YABX01,20110105,270,0.9695376344086022
YABX01,20110105,275,0.7473118279569892
YABX01,20110105,280,0.7688172043010753
