线圈编号,日期,时间(min),平均速度(km/h)
YABX01,20110104,5,0.7790841936328351
YABX01,20110104,10,0.7696825523293533
YABX01,20110104,15,0.7575947277963054
YABX01,20110104,20,0.7561833433875503
YABX01,20110104,25,0.8214598722924753
YABX01,20110104,30,0.7939037299247641
YABX01,20110104,35,0.7956793425680367
YABX01,20110104,40,0.7398386013635795
YABX01,20110104,45,0.7769784991520312
YABX01,20110104,50,0.7820207837736322
YABX01,20110104,55,0.7664955552773256
YABX01,20110104,60,0.7987525182967777
YABX01,20110104,65,0.8130143301046018
YABX01,20110104,70,0.8001639027055328
YABX01,20110104,75,0.7960777171995402
YABX01,20110104,80,0.7552044800072845
YABX01,20110104,85,0.760474407275459
YABX01,20110104,90,0.7189751528051266
YABX01,20110104,95,0.7463377989232503
YABX01,20110104,100,0.7580500130894521
YABX01,20110104,105,0.7739849983495908
YABX01,20110104,110,0.7436288514290267
YABX01,20110104,115,0.7897947801541141
YABX01,20110104,120,0.7261800425691749
YABX01,20110104,125,0.8354485129244114
YABX01,20110104,130,0.8289948438940551
YABX01,20110104,135,0.7221962962541403
YABX01,20110104,140,0.7926061668392956
YABX01,20110104,145,0.7561036684612495
YABX01,20110104,150,0.7764207746679263
YABX01,20110104,155,0.7588126159554731
YABX01,20110104,160,0.7019019543121209
YABX01,20110104,165,0.7297198857233915
YABX01,20110104,170,0.6701230408504729
YABX01,20110104,175,0.75122073369225
YABX01,20110104,180,0.8650420569789544
YABX01,20110104,185,0.8365867261572784
YABX01,20110104,190,0.7609752210979205
YABX01,20110104,195,0.7701947482841436
YABX01,20110104,200,0.6829279397202271
YABX01,20110104,205,0.8126842482670704
YABX01,20110104,210,0.7094824544430154
YABX01,20110104,215,0.8550826911913678
YABX01,20110104,220,0.8612518069135072
YABX01,20110104,225,0.8878063216362954
YABX01,20110104,230,0.7102450573090363
YABX01,20110104,235,0.7341475351992442
YABX01,20110104,240,0.8650420569789544
YABX01,20110104,245,0.7834663145793733
YABX01,20110104,250,0.8276403701469434
YABX01,20110104,255,0.8081313953356022
YABX01,20110104,260,0.7682939321852555
YABX01,20110104,265,0.7365833115175797
YABX01,20110104,270,0.9105705862936363
YABX01,20110104,275,0.6871962393434786
YABX01,20110104,280,0.6791376896547799
YABX01,20110104,285,0.8081313953356022
YABX01,20110104,290,0.6738222338572909
YABX01,20110104,295,0.8016321977759314
YABX01,20110104,300,0.8888420956782043
YABX01,20110104,305,0.7421150278293136
YABX01,20110104,310,0.7203296265522383
YABX01,20110104,315,0.8203899518535802
YABX01,20110104,320,0.7864029047201702
YABX01,20110104,325,0.8081313953356022
YABX01,20110104,330,0.7812240345106252
YABX01,20110104,335,0.738575184675097
YABX01,20110104,340,0.7967492630069317
YABX01,20110104,345,0.7441069009868309
YABX01,20110104,350,0.7348646095359505
YABX01,20110104,355,0.7847297312678557
YABX01,20110104,360,0.8290745188203559
YABX01,20110104,365,0.7910581968425965
YABX01,20110104,370,0.7677020613041646
YABX01,20110104,375,0.7880305496431701
YABX01,20110104,380,0.7932663305143586
YABX01,20110104,385,0.7645036821198083
YABX01,20110104,390,0.7335101357888387
YABX01,20110104,395,0.7003198379184357
YABX01,20110104,400,0.75798172029548
YABX01,20110104,405,0.7444597470890197
YABX01,20110104,410,0.7398386013635795
YABX01,20110104,415,0.7428548664306771
YABX01,20110104,420,0.7553752119922146
YABX01,20110104,425,0.7697053165940106
YABX01,20110104,430,0.749285771196376
YABX01,20110104,435,0.7238922339711122
YABX01,20110104,440,0.7056922043775681
YABX01,20110104,445,0.6699636909978716
YABX01,20110104,450,0.685010869936374
YABX01,20110104,455,0.6715458073915568
YABX01,20110104,460,0.6487815427342158
YABX01,20110104,465,0.6654222201987321
YABX01,20110104,470,0.6441717791411042
