线圈编号,日期,时间(min),平均速度(km/h)
YABX01,20110103,5,0.7341618238712561
YABX01,20110103,10,0.6388019669199821
YABX01,20110103,15,0.6335806884219937
YABX01,20110103,20,0.6467411712114439
YABX01,20110103,25,0.6030397854269111
YABX01,20110103,30,0.6034868126955745
YABX01,20110103,35,0.6280733124720609
YABX01,20110103,40,0.7516316495306213
YABX01,20110103,45,0.6418775145283862
YABX01,20110103,50,0.6351005811354493
YABX01,20110103,55,0.6858113544926241
YABX01,20110103,60,0.5500581135449263
YABX01,20110103,65,0.6164506034868127
YABX01,20110103,70,0.6971479660259277
YABX01,20110103,75,0.5252570406794815
YABX01,20110103,80,0.5120071524362987
YABX01,20110103,85,0.6014126061689764
YABX01,20110103,90,0.6592400536432722
YABX01,20110103,95,0.5843898077782743
YABX01,20110103,100,0.5693875726419311
YABX01,20110103,105,0.545713008493518
YABX01,20110103,110,0.5594635672776039
YABX01,20110103,115,0.6089941886455074
YABX01,20110103,120,0.6434689316048278
YABX01,20110103,125,0.49217702279839065
YABX01,20110103,130,0.4376396960214573
YABX01,20110103,135,0.6693071077335718
YABX01,20110103,140,0.6181671881984802
YABX01,20110103,145,0.6193652212784979
YABX01,20110103,150,0.5851586946803755
YABX01,20110103,155,0.6421993741618238
YABX01,20110103,160,0.3501475189986589
YABX01,20110103,165,0.6686097451944568
YABX01,20110103,170,0.740134108180599
YABX01,20110103,175,0.6589181940098345
YABX01,20110103,180,0.6075100581135449
YABX01,20110103,185,0.5315154224407689
YABX01,20110103,190,0.6158068842199373
YABX01,20110103,195,0.6388019669199821
YABX01,20110103,200,0.6260348681269557
YABX01,20110103,205,0.7001162270898524
YABX01,20110103,210,0.6371747876620475
YABX01,20110103,215,0.6089941886455074
YABX01,20110103,220,0.6030397854269111
YABX01,20110103,225,0.7997317836388019
YABX01,20110103,230,0.6602592758158248
YABX01,20110103,235,0.6531068395172105
YABX01,20110103,240,0.5404559678140366
YABX01,20110103,245,0.49831023692445237
YABX01,20110103,250,0.7282074206526598
YABX01,20110103,255,0.6268752793920429
YABX01,20110103,260,0.6686097451944568
YABX01,20110103,265,0.597460885113992
YABX01,20110103,270,0.5940992400536432
YABX01,20110103,275,0.7103263299061242
YABX01,20110103,280,0.5726419311578006
YABX01,20110103,285,0.6340992400536432
YABX01,20110103,290,0.6584711667411711
YABX01,20110103,295,0.6924452391595887
YABX01,20110103,300,0.5911130978989718
YABX01,20110103,305,0.6643540455967815
YABX01,20110103,310,0.641037103263299
YABX01,20110103,315,0.5928296826106393
YABX01,20110103,320,0.8012159141707643
YABX01,20110103,325,0.6010549843540455
YABX01,20110103,330,0.5468395172105498
YABX01,20110103,335,0.6882431828341529
YABX01,20110103,340,0.699329459097005
YABX01,20110103,345,0.8748323647742512
YABX01,20110103,350,0.6113902548055431
YABX01,20110103,355,0.6566830576665176
YABX01,20110103,360,0.6566830576665176
YABX01,20110103,365,0.6566830576665176
YABX01,20110103,370,0.6545730889584265
YABX01,20110103,375,0.6404291461779167
YABX01,20110103,380,0.6808761734465801
YABX01,20110103,385,0.6270898524810014
YABX01,20110103,390,0.659794367456415
YABX01,20110103,395,0.7550290567724631
YABX01,20110103,400,0.6137684398748322
YABX01,20110103,405,0.6154135002235135
YABX01,20110103,410,0.6075100581135449
YABX01,20110103,415,0.6864908359409924
YABX01,20110103,420,0.6096557890031292
YABX01,20110103,425,0.7103263299061242
YABX01,20110103,430,0.6459544032185964
YABX01,20110103,435,0.6452749217702278
YABX01,20110103,440,0.6443987483236477
YABX01,20110103,445,0.6388019669199821
YABX01,20110103,450,0.6590970049173001
YABX01,20110103,455,0.6637282074206527
YABX01,20110103,460,0.5928296826106393
YABX01,20110103,465,0.721502011622709
YABX01,20110103,470,0.6084756370138579
YABX01,20110103,475,0.6798927134555208
YABX01,20110103,480,0.6862762628520339
YABX01,20110103,485,0.6960214573088959
YABX01,20110103,490,0.7043719266875279
YABX01,20110103,495,0.7354671434957533
YABX01,20110103,500,0.61770227983907
YABX01,20110103,505,0.6728118015198927
YABX01,20110103,510,0.6995976754582031
YABX01,20110103,515,0.7508270004470272
YABX01,20110103,520,0.6430040232454179
YABX01,20110103,525,0.66043808672329
YABX01,20110103,530,0.6507286544479213
YABX01,20110103,535,0.6275368797496648
YABX01,20110103,540,0.6452928028609745
YABX01,20110103,545,0.6859007599463567
YABX01,20110103,550,0.6659275815824764
YABX01,20110103,555,0.6275011175681715
YABX01,20110103,560,0.6050424675905229
YABX01,20110103,565,0.6537505587840858
YABX01,20110103,570,0.670415735359857
YABX01,20110103,575,0.5742691104157355
YABX01,20110103,580,0.6888690210102816
YABX01,20110103,585,0.6266964684845774
YABX01,20110103,590,0.5905230219043361
YABX01,20110103,595,0.601770227983907
YABX01,20110103,600,0.6924452391595887
YABX01,20110103,605,0.6349754135002235
YABX01,20110103,610,0.5955654894948591
YABX01,20110103,615,0.6507822977201609
YABX01,20110103,620,0.5729459097004916
YABX01,20110103,625,0.6388019669199821
YABX01,20110103,630,0.6388019669199821
YABX01,20110103,635,0.5908091193562808
YABX01,20110103,640,0.5678140366562361
YABX01,20110103,645,0.5797586052749216
YABX01,20110103,650,0.6248904783191773
YABX01,20110103,655,0.6380688421993742
YABX01,20110103,660,0.631721054984354
YABX01,20110103,665,0.6073491282968261
YABX01,20110103,670,0.6172373714796602
YABX01,20110103,675,0.6140187751452839
YABX01,20110103,680,0.5094859186410371
YABX01,20110103,685,0.6064729548502458
YABX01,20110103,690,0.5740366562360304
YABX01,20110103,695,0.6237103263299062
YABX01,20110103,700,0.670952168082253
YABX01,20110103,705,0.6305409029950826
YABX01,20110103,710,0.6365668305766652
YABX01,20110103,715,0.5963880196691999
YABX01,20110103,720,0.625480554313813
YABX01,20110103,725,0.6566830576665176
YABX01,20110103,730,0.6417881090746536
YABX01,20110103,735,0.6514260169870363
YABX01,20110103,740,0.6082253017434064
YABX01,20110103,745,0.5949754135002236
YABX01,20110103,750,0.6089941886455074
YABX01,20110103,755,0.5626642825212339
YABX01,20110103,760,0.5895932051855164
YABX01,20110103,765,0.6435404559678141
YABX01,20110103,770,0.6634063477872151
YABX01,20110103,775,0.5923468931604828
YABX01,20110103,780,0.6105677246312026
YABX01,20110103,785,0.591184622261958
YABX01,20110103,790,0.5818149307107734
YABX01,20110103,795,0.6227089852481
YABX01,20110103,800,0.6609745194456861
YABX01,20110103,805,0.6421636119803308
YABX01,20110103,810,0.5717478766204739
YABX01,20110103,815,0.5066785873938311
YABX01,20110103,820,0.5684041126508718
YABX01,20110103,825,0.56727760393384
YABX01,20110103,830,0.5798837729101475
YABX01,20110103,835,0.5851586946803755
YABX01,20110103,840,0.5851586946803755
YABX01,20110103,845,0.5282610639248994
YABX01,20110103,850,0.5012069736253912
YABX01,20110103,855,0.5945462673223068
YABX01,20110103,860,0.5539740724184176
YABX01,20110103,865,0.573857845328565
YABX01,20110103,870,0.5340008940545372
YABX01,20110103,875,0.6256236030397855
YABX01,20110103,880,0.5171032632990613
YABX01,20110103,885,0.5288869021010281
YABX01,20110103,890,0.5911130978989718
YABX01,20110103,895,0.5583370585605721
YABX01,20110103,900,0.6030397854269111
YABX01,20110103,905,0.5249888243182835
YABX01,20110103,910,0.5315154224407689
YABX01,20110103,915,0.5679392042914618
YABX01,20110103,920,0.5243629861421546
YABX01,20110103,925,0.5394009834599911
YABX01,20110103,930,0.5546893160482791
YABX01,20110103,935,0.5851586946803755
YABX01,20110103,940,0.5651676352257489
YABX01,20110103,945,0.5900402324541796
YABX01,20110103,950,0.5962807331247206
YABX01,20110103,955,0.46281627179257934
YABX01,20110103,960,0.5546714349575325
YABX01,20110103,965,0.6018775145283862
YABX01,20110103,970,0.541332141260617
YABX01,20110103,975,0.6007331247206078
YABX01,20110103,980,0.5283862315601252
YABX01,20110103,985,0.632990612427358
YABX01,20110103,990,0.5780420205632544
YABX01,20110103,995,0.5550290567724631
YABX01,20110103,1000,0.5374698256593652
YABX01,20110103,1005,0.5424228877961556
YABX01,20110103,1010,0.5855163164953061
YABX01,20110103,1015,0.6197586052749218
YABX01,20110103,1020,0.5861779168529281
YABX01,20110103,1025,0.5635583370585606
YABX01,20110103,1030,0.5680107286544478
YABX01,20110103,1035,0.5608582923558337
YABX01,20110103,1040,0.5609476978095663
YABX01,20110103,1045,0.5973893607510058
YABX01,20110103,1050,0.5536879749664728
YABX01,20110103,1055,0.5253464461332141
YABX01,20110103,1060,0.5780777827447474
YABX01,20110103,1065,0.5783459991059454
YABX01,20110103,1070,0.5644166294143943
YABX01,20110103,1075,0.5417255252570407
YABX01,20110103,1080,0.6328475637013858
YABX01,20110103,1085,0.62363880196692
YABX01,20110103,1090,0.6219400983459992
YABX01,20110103,1095,0.5700312919088063
YABX01,20110103,1100,0.6569155118462227
